Rank,Score,Title,Date,Views,Transcript,Category,URL,TranscriptSource
B,63.0,What it Takes to Win | Palantir CEO Alex Karp at Nashville Health Care Council,2023-10-03,23091,有,,https://www.youtube.com/watch?v=47PCH8Xec-I,whisper
B,64.0,MacDermid Enthone on Streamlining Data Harmonization with AI | AIPCon 3,2024-03-25,2317,有,,https://www.youtube.com/watch?v=M3KN2g1-YK0,whisper
A,76.0,Vibe Coding in Palantir AIP,2025-04-24,13352,有,,https://www.youtube.com/watch?v=2lgwr7trSgw,whisper
B,58.0,Build Software that Dominates: From Intern to Engineer,2025-07-30,9154,有,,https://www.youtube.com/watch?v=YLcAbbZX_Yk,youtube
B,64.0,Palantir CEO Alex Karp Opening Remarks | AIPCon 4,2024-06-10,9126,有,,https://www.youtube.com/watch?v=cHyf9XpYKxA,whisper
B,64.0,Palantir Prix Highlights,2024-01-09,15479,有,,https://www.youtube.com/watch?v=RCw7eakzt5Y,whisper
A,72.0,Palantir CEO Alex Karp Opening Remarks | AIPCon 3,2024-03-11,22720,有,,https://www.youtube.com/watch?v=1W5DxYNbHR8,whisper
B,37.0,Palantir for Hospitals: Cleveland Clinic,2023-10-31,15972,无,其他,https://www.youtube.com/watch?v=5uE_bY85bGU,youtube
B,58.0,Tampa General Hospital | Changing the DNA of Advanced Healthcare,2025-04-25,11215,有,,https://www.youtube.com/watch?v=j1a6zv1w54A,whisper
B,64.0,Archer Aviation on Evolving EVTOL Roadmap with AI | AIPCon 3,2024-03-17,17108,有,,https://www.youtube.com/watch?v=-Ofx6Wlumx0,whisper
B,55.0,Building for Opportunity | Onboarding Talks,2024-02-21,8418,有,,https://www.youtube.com/watch?v=5GrVkSjGN5o,whisper
B,55.0,High-Stakes AI Deployment | Jacobs at Palantir AIPCon,2023-06-07,16705,有,,https://www.youtube.com/watch?v=LNrxdUEdMBs,whisper
B,46.0,Alex Karp Accepts Business Executive of the Year | Business Executives for National Security,2024-06-13,19618,有,,https://www.youtube.com/watch?v=Zbihrz9NMok,whisper
B,63.0,Securing the Supply Chain with Palantir Foundry,2021-12-10,26983,有,,https://www.youtube.com/watch?v=lKOU7LPsaC4,youtube
A,76.0,Transforming Network Planning for Aviation | American Airlines at AIPCon 8,2025-09-08,7300,有,,https://www.youtube.com/watch?v=DLx3ix6c0Oo,youtube
B,37.0,"Chad Lesch, Crisis24 | Software for Government Summit",2023-10-10,4554,无,其他,https://www.youtube.com/watch?v=rJEIji-qJ_Y,youtube
B,63.0,Interview Series: Palantir CEO & Chief Architect on Foundry for the Modern Enterprise,2022-03-15,33862,有,,https://www.youtube.com/watch?v=sp_xg38lJpE,youtube
B,64.0,Revolutionizing Clinical Trial Data Processing | Parexel at AIPCon 4,2024-06-13,2871,有,,https://www.youtube.com/watch?v=PXKH64dOMHY,whisper
A,70.0,AIPCon 4 | Highlights and Behind-the-Scenes,2024-08-26,2401,有,,https://www.youtube.com/watch?v=ClwUSHS2XvU,whisper
A,71.0,Palantir Skykit | Intelligence and Operations at the Edge,2023-01-03,58207,有,,https://www.youtube.com/watch?v=F5a9aASy--c,whisper
B,54.0,"Palantir CEO Alex Karp on AI, Regulation, and the World Order | Munich Security Conference",2024-02-16,36196,有,,https://www.youtube.com/watch?v=Jb2oh0kAKCA,whisper
A,76.0,Unleashing Digital Potential with Next-Generation Telecom | Lumen at AIPCon 8,2025-09-08,3126,有,,https://www.youtube.com/watch?v=3c4ekdck0kg,youtube
B,66.0,Palantir CEO Alex Karp | AMA Livestream Recording,2025-02-13,24510,有,,https://www.youtube.com/watch?v=fMAuW1hP_HA,whisper
B,37.0,Powering Pandemic Response in the Netherlands,2021-02-19,10356,无,其他,https://www.youtube.com/watch?v=wq8ziQHHzVI,youtube
A,72.0,On the Field with Palantir AIP: Football Demo,2024-02-07,49887,有,,https://www.youtube.com/watch?v=Xw_Z14oYubc,whisper
B,66.0,Holiday Greetings from Palantir CEO Alex Karp,2025-12-18,26800,有,,https://www.youtube.com/watch?v=UPO5oV7xL5A,youtube
A,84.0,Agentic Operating System for the Enterprise | Palantir’s AIP Lead Jack Dobson at AIPCon 6,2025-03-18,23831,有,,https://www.youtube.com/watch?v=SePXznjZ-1A,whisper
A,84.0,Freak Show | Intro at AIPCon 8,2025-09-05,24189,有,,https://www.youtube.com/watch?v=nf_UGJsukMU,youtube
B,46.0,Palantir's Alex Karp discusses the need for U.S. leadership amidst the Israel-Hamas war | CNBC 2024,2024-06-20,12034,有,,https://www.youtube.com/watch?v=7_wwnJ1eRJ4,whisper
A,84.0,Palantir CEO Alex Karp Opening Remarks | AIPCon 7,2025-06-05,35093,有,,https://www.youtube.com/watch?v=qFYz2Yl-8tQ,whisper
B,45.0,Powering Innovation for Doosan Infracore,2021-02-22,35651,有,,https://www.youtube.com/watch?v=S7st0QER5So,youtube
B,58.0,Palantir for Ishikawa Prefecture | Transforming Disaster Response,2025-10-20,6366,有,,https://www.youtube.com/watch?v=kr2rtz9L5t8,youtube
B,53.0,Life at Palantir,2021-12-13,53909,有,,https://www.youtube.com/watch?v=ydrDSQeh1JM,youtube
B,52.0,Hyperscience + Manifest | Prix 2024,2024-12-09,1464,有,,https://www.youtube.com/watch?v=xZEqtMrUIfA,whisper
B,54.0,Palantir CEO Alex Karp on college protests and the future of war | CNBC 2024,2024-05-09,29370,有,,https://www.youtube.com/watch?v=E1schQrqJFU,whisper
A,79.0,Palantir AIP | Defense and Military,2023-04-25,407446,有,,https://www.youtube.com/watch?v=XEM5qz__HOU,whisper
B,37.0,"Securing the Air, Space, and Cyber Domains | Palantir",2022-09-20,15319,无,其他,https://www.youtube.com/watch?v=touvdfsYLrk,youtube
A,76.0,AI-Enabled Medical Operations | U.S. Department of State at AIPCon7,2025-06-10,4349,有,,https://www.youtube.com/watch?v=d3FmKfVpn8c,youtube
B,45.0,Deploying AI into Orbit | Palantir MetaConstellation,2021-09-08,34288,有,,https://www.youtube.com/watch?v=r8LtdKFcAvg,youtube
B,55.0,Powering Medicare Recommendations | Chapter + Palantir,2021-12-17,11570,有,,https://www.youtube.com/watch?v=Nkjn2_0qJBU,youtube
B,37.0,"DJ Angelini, Palantir | Software for Government 2023",Unknown,0,有,其他,https://www.youtube.com/watch?v=4Gr8n7Jl08k,whisper
B,46.0,Safeguarding Privacy and Security During a Crisis: Palantir’s Philosophy,2020-08-25,3860,有,,https://www.youtube.com/watch?v=dlNhgzb2Umo,whisper
B,62.0,A Conversation on Data & Democracy: Alex Karp and Wolfgang Ischinger at Munich Security Conference,2022-02-22,55872,有,,https://www.youtube.com/watch?v=d1XiIBiRSQ8,youtube
A,76.0,Actionable Intelligence from Every Tenant Interaction | Healthpeak at Paragon 2025,2025-12-05,2785,有,,https://www.youtube.com/watch?v=xgQXfzUgTO4,youtube
B,55.0,Palantir on Data Lineage and Deletion,2022-09-21,6571,有,,https://www.youtube.com/watch?v=_oF_H3cxSSA,whisper
B,64.0,Maximizing Plant Efficiency | Northwind at AIPCon 4,2024-06-13,1806,有,,https://www.youtube.com/watch?v=zaAzSAwsweI,whisper
B,55.0,The Future of Connected Manufacturing | PENA at Palantir AIPCon,2023-06-14,9374,有,,https://www.youtube.com/watch?v=3C4_3O2Grn4,whisper
B,61.0,The Army-Navy Football Game Presented by USAA | Palantir 2022 Commercial,2022-11-11,207367,有,,https://www.youtube.com/watch?v=S08BIWVcMm8,whisper
